Language,Code Value,lat_str,lon_str,genus,family,countrycodes
Khalaj,klj,35,50,Turkic,Altaic,IR
Khmer,khm,12.5,105,Khmer,Austro-Asiatic,KH
Khün,kkh,21,100,Kam-Tai,Tai-Kadai,MM
Khoekhoe,naq,-25.5,18,Khoe-Kwadi,Khoe-Kwadi,NA
Kharia,khr,22.5,84.33333333,Munda,Austro-Asiatic,IN
Khasi,kha,25.5,92,Khasian,Austro-Asiatic,IN
Khumi,cnk,21.91666667,92.41666667,Kuki-Chin,Sino-Tibetan,MM
 Khwarshi,khv,42.25,46.16666667,Avar-Andic-Tsezic,Nakh-Daghestanian,RU
Khowar,khw,36,72,Indic,Indo-European,PK
Kickapoo,kic,42.25,-84,Algonquian,Algic,US
Kire,geb,-4.25,144.75,Mikarew,Lower Sepik-Ramu,PG
Kitja,gia,-17.5,127.75,Jarrakan,Jarrakan,AU
Kikuyu,kik,-0.75,36.75,Bantoid,Niger-Congo,KE
Kiluba,lub,-8,26,Bantoid,Niger-Congo,CD
Kimaghama,kig,-8,138.5,Kolopom,Kolopom,ID
Kinyarwanda,kin,-2,30,Bantoid,Niger-Congo,RW
Kiowa,kio,37,-99,Kiowa-Tanoan,Kiowa-Tanoan,US
Kalmyk (Issyk-Kul),xal,42.41666667,78.33333333,Mongolic,Altaic,KG
Kirma,cme,10.25,-4.833333333,Gur,Niger-Congo,BF
Kisi,kqs,8.833333333,-10.16666667,Mel,Niger-Congo,SL GN LR
Kitsai,kii,31.83333333,-96.5,Caddoan,Caddoan,US
Kui (in Indonesia),kvd,-8.433333333,124.55,Greater Alor,Timor-Alor-Pantar,ID
 Kiwai (Southern),kjd,-8,143.5,Kiwaian,Kiwaian,PG
Koreguaje,coe,1,-75.5,Tucanoan,Tucanoan,CO
Kurmanji,kmr,38,42,Iranian,Indo-European,TR
Kunjen,kjn,-16.5,142.5,Northern Pama-Nyungan,Pama-Nyungan,AU
Konjo,kjc,-5.466666667,120.3333333,South Sulawesi,Austronesian,ID
Koorete,kqy,5.833333333,37.83333333,North Omotic,Afro-Asiatic,ET
Konkomba,xon,10,0.083333333,Gur,Niger-Congo,GH TG
Kata Kolok,bqy,-8.25,115.1666667,Sign Languages,other,ID
Konkani,knn,15.25,74,Indic,Indo-European,IN
Koranko,knk,9.333333333,-11.25,Western Mande,Mande,SL GN
Karakalpak,kaa,43,60,Turkic,Altaic,UZ
Kuikúro,kui,-12.41666667,-53.08333333,Cariban,Cariban,BR
Kirikiri,kiy,-3,137.1666667,Lakes Plain,Lakes Plain,ID
Kokota,kkk,-8,159.1333333,Oceanic,Austronesian,SB
Korku,kfq,22.5,78.5,Munda,Austro-Asiatic,IN
Lusi,khl,-5.583333333,149.6666667,Oceanic,Austronesian,PG
Karankawa,zkk,28,-97,Karankawa,Karankawa,US
Kankanay,kne,16.75,120.5833333,Northern Luzon,Austronesian,PH
Kokni,kex,20.75,73.5,Indic,Indo-European,IN
Klao,klu,4.75,-8.75,Kru,Niger-Congo,LR
Kilba,hbb,10.33333333,13.16666667,Biu-Mandara,Afro-Asiatic,NG
Kulung,kle,27.5,87,Mahakiranti,Sino-Tibetan,NP
Kalasha,kls,35,72,Indic,Indo-European,PK
Kaili,lew,-1.166666667,120,Celebic,Austronesian,ID
Koh (Lakka),xuo,8,15.5,Adamawa,Niger-Congo,CM TD
Kaluli,bco,-6.5,142.75,Bosavi,Bosavi,PG
Klamath,kla,42.5,-121.5,Klamath-Modoc,Penutian,US
Kolana,kvw,-8.25,125.1166667,Kolana-Tanglapui,Timor-Alor-Pantar,ID
Kalapuya,kyl,44.5,-123,Kalapuyan,Kalapuyan,US
Kalam,kmh,-5.25,144.5833333,Madang,Trans-New Guinea,PG
Koluri,shm,37,48,Iranian,Indo-European,IR
Kalispel,fla,48,-117,Interior Salish,Salishan,US
Kelabit,kzi,3.666666667,115.4166667,North Borneo,Austronesian,MY
Kilivila,kij,-8.5,151.0833333,Oceanic,Austronesian,PG
Kiliwa,klb,31.33333333,-115.6666667,Yuman,Hokan,MX
Kala Lagaw Ya,mwp,-10.11666667,142.1166667,Northern Pama-Nyungan,Pama-Nyungan,AU
Kalanga,kck,-20.5,27.5,Bantoid,Niger-Congo,BW ZW
Kamaiurá,kay,-12.08333333,-52.58333333,Tupi-Guaraní,Tupian,BR
Kombai,tyn,-5.583333333,140,Awju-Dumut,Trans-New Guinea,ID
Kham,kgj,28.5,82.75,Mahakiranti,Sino-Tibetan,NP
Kami,kcu,-6.75,38,Bantoid,Niger-Congo,TZ
Karimojong,kdj,3,34.16666667,Nilotic,Eastern Sudanic,UG
Kalmyk,xal,44,83,Mongolic,Altaic,RU MN CN
Kuman,kue,-5.916666667,145,Chimbu,Trans-New Guinea,PG
Koiali (Mountain),kpx,-9,147.5,Koiarian,Trans-New Guinea,PG
Kunimaipa,kup,-8,146.8333333,Goilalan,Trans-New Guinea,PG
Kamoro,kgq,-4.333333333,136,Asmat-Kamoro,Trans-New Guinea,ID
Kamass,xas,52,92,Samoyedic,Uralic,RU
Kemtuik,kmt,-2.666666667,140.3333333,Nimboran,Nimboran,ID
Khmu',kjg,21,102,Palaung-Khmuic,Austro-Asiatic,LA
Kamu,xmu,-13.58333333,130.8333333,Eastern Daly,Eastern Daly,AU
Kamasau,kms,-3.916666667,143.6666667,Marienberg,Torricelli,PG
Karitiâna,ktn,-9.5,-64,Arikem,Tupian,BR
Kanum (Bädi),khd,-8.833333333,140.75,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,ID
Kugu Nganhcara,uwa,-14.41666667,142,Northern Pama-Nyungan,Pama-Nyungan,AU
Kannada,kan,14,76,Southern Dravidian,Dravidian,IN
Kaingang,kgp,-26,-52,Ge-Kaingang,Macro-Ge,BR
Konni,kma,10.25,-1.583333333,Gur,Niger-Congo,GH
Kanakuru,kna,10,12,West Chadic,Afro-Asiatic,NG
Kunama,kun,14.5,37,Kunama,Kunama,ER ET
Kinnauri,kfk,31.5,78,Bodic,Sino-Tibetan,IN
Kanoê,,-13.25,-61,Kapixana,Kapixana,BR
Kanum (Ngkâlmpw),kcd,-8.666666667,140.9166667,Morehead and Upper Maro Rivers,Morehead and Upper Maro Rivers,ID
Kriol (Ngukurr),rop,-14.83333333,135,Creoles and Pidgins,other,AU
Kanuri,knc,12,13,Western Saharan,Saharan,NE TD SD NG
Konua,kyx,-5.833333333,154.8333333,West Bougainville,West Bougainville,PG
Konkow,mjd,39.5,-121.5,Maiduan,Penutian,US
Kham (Tibetan) (Nangchen),khg,32.5,96.5,Bodic,Sino-Tibetan,CN
Koasati,cku,34.83333333,-85.16666667,Muskogean,Muskogean,US
Kobon,kpw,-5.166666667,144.3333333,Madang,Trans-New Guinea,PG
Kodava,kfa,12.16666667,76.83333333,Southern Dravidian,Dravidian,IN
Koegu,xwg,7,36.08333333,Surmic,Eastern Sudanic,ET
Kohumono,bcs,6,8.116666667,Cross River,Niger-Congo,NG
Koiari,kbk,-9.5,147.3333333,Koiarian,Trans-New Guinea,PG
Kokborok,trp,24.33333333,92.5,Bodo-Garo,Sino-Tibetan,IN
Kolami,kfb,20,78.5,Central Dravidian,Dravidian,IN
Komo,xom,8.75,33.75,Koman,Koman,SS ET
Kongo,kng,-5,15,Bantoid,Niger-Congo,CD
Kola,kvv,-5.5,134.5,Central Malayo-Polynesian,Austronesian,ID
Komi-Permyak,koi,59.5,54.5,Permic,Uralic,RU
Korean,kor,37.5,128,Korean,Korean,KR KP
Kosraean,kos,5.3,163,Oceanic,Austronesian,FM
Kota,kfe,11.5,77.16666667,Southern Dravidian,Dravidian,IN
Kom,bkm,6.25,10.33333333,Bantoid,Niger-Congo,CM
Ko (Winye),kst,11.86666667,-2.916666667,Gur,Niger-Congo,BF
Koya,kff,17.5,81.33333333,South-Central Dravidian,Dravidian,IN
Kpan,kpk,7.583333333,10.16666667,Platoid,Niger-Congo,NG
Kpelle,xpe,7,-10,Western Mande,Mande,LR
Kapampangan,pam,15.33333333,120.5,Central Luzon,Austronesian,PH
Kapingamarangi,kpg,1.05,154.75,Oceanic,Austronesian,FM
Kposo,kpo,7.5,0.833333333,Kwa,Niger-Congo,TG
Karen (Pwo),pwo,13,99.16666667,Karen,Sino-Tibetan,CN MM
Krenak,kqq,-15.5,-41,Botocudo,Macro-Ge,BR
Kara (in Papua New Guinea),leu,-2.833333333,151.1166667,Oceanic,Austronesian,PG
Kiribati,gil,1.333333333,173,Oceanic,Austronesian,KI
Karachay-Balkar,krc,43.5,42,Turkic,Altaic,RU
Kurdish (Central),ckb,36,44,Iranian,Indo-European,IQ IR
Kresh,krs,8.5,24.5,Kresh,Central Sudanic,SS
Korafe,kpr,-9.05,149.0833333,Binanderean,Trans-New Guinea,PG
Karanga,sna,-20,31,Bantoid,Niger-Congo,ZW
Krahô,xra,-8,-48,Ge-Kaingang,Macro-Ge,BR
Kipea,kzw,-10,-37,Kariri,Kariri,BR
Karadjeri,gbd,-19,122,Western Pama-Nyungan,Pama-Nyungan,AU
Karok,kyh,41.66666667,-123,Karok,Karok,US
Karelian,krl,64,32,Finnic,Uralic,RU
Karaim,kdr,54.66666667,24.91666667,Turkic,Altaic,LT UA
Korana,kqz,-29.5,20.5,Khoe-Kwadi,Khoe-Kwadi,ZA
Krongo,kgo,10.5,30,Kadugli,Kadu,SD
Kerek,krk,62.25,175,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,RU
Kairiru,kxa,-3.333333333,143.5833333,Oceanic,Austronesian,PG
Karata,kpt,42.58333333,46.33333333,Avar-Andic-Tsezic,Nakh-Daghestanian,RU
Korowai,khe,-5.25,140,Awju-Dumut,Trans-New Guinea,ID
Koryak,kpy,61,167,Northern Chukotko-Kamchatkan,Chukotko-Kamchatkan,RU
Kryz,kry,41.08333333,48,Lezgic,Nakh-Daghestanian,AZ
Keresan (Santa Ana),kee,35.41666667,-106.6666667,Keresan,Keresan,US
Koyraboro Senni,ses,16,0,Songhay,Songhay,NE ML
Karen (Sgaw),ksw,18,97,Karen,Sino-Tibetan,MM
Kashaya,kju,38.66666667,-123.3333333,Pomoan,Hokan,US
Ksingmul,puo,21.08333333,104,Palaung-Khmuic,Austro-Asiatic,VN LA
Kenyan Sign Language,xki,0,38,Sign Languages,other,KE
Kasem,xsm,11.25,-1.25,Gur,Niger-Congo,BF
Kasong,,12.75,102.1166667,Pearic,Austro-Asiatic,TH
Kosop,kia,9.916666667,15.91666667,Adamawa,Niger-Congo,TD
Kisar,kje,-8.083333333,127.1166667,Central Malayo-Polynesian,Austronesian,ID
Kisi (Southern),kss,8.5,-10.25,Mel,Niger-Congo,LR GN
Kashubian,csb,54,18,Slavic,Indo-European,PL
Koita,kqi,-9.333333333,147.0833333,Koiarian,Trans-New Guinea,PG
Kituba,ktu,-5,17.5,Creoles and Pidgins,other,CD
Katcha,xtc,10.83333333,29.66666667,Kadugli,Kadu,SD
Kete,kcv,-7,22.83333333,Bantoid,Niger-Congo,CD
Kutchin,gwi,67,-146,Athapaskan,Na-Dene,US CA
"Kati (in West Papua, Indonesia)",yon,-5.75,140.9166667,Ok,Trans-New Guinea,ID
Kotoko,aal,11.33333333,15.33333333,Biu-Mandara,Afro-Asiatic,CF
Katla,kcr,11.83333333,29.33333333,Katla-Tima,Kordofanian,SD
Ketengban,xte,-4.5,140.5,Mek,Trans-New Guinea,ID
Kato,ktw,39.66666667,-123.6666667,Athapaskan,Na-Dene,US
Ketapang,zlm,-1.866666667,110,Malayo-Sumbawan,Austronesian,ID
Kott,,57,94,Yeniseian,Yeniseian,RU
Katu,ktv,15.83333333,107.5833333,Katuic,Austro-Asiatic,VN LA
Khanty,kca,65,65,Ugric,Uralic,RU
Kati (in Afghanistan),bsh,35.5,70,Nuristani,Indo-European,AF PK
Kualan,sdm,-0.416666667,110.4166667,Land Dayak,Austronesian,ID
Kunming,cmn,25,102.75,Chinese,Sino-Tibetan,CN
Kui (in India),kxu,20,83.5,South-Central Dravidian,Dravidian,IN
Kukú,bfa,5.833333333,31.66666667,Nilotic,Eastern Sudanic,SS
Kullo,gmo,6.75,37.08333333,North Omotic,Afro-Asiatic,ET
Kumauni,kfy,30,80,Indic,Indo-European,IN
Kuna,kvn,8,-77.33333333,Kuna,Chibchan,PA CO
Kuot,kto,-3.05,151.5,Kuot,Kuot,PG
Kumyk,kum,43,47.33333333,Turkic,Altaic,RU
Kurukh,kru,22.83333333,85.5,Northern Dravidian,Dravidian,IN
Kusunda,kgg,28,84.66666667,Kusunda,Kusunda,NP
Kutenai,kut,49.5,-116,Kutenai,Kutenai,US CA
Kuuku Ya'u,kuy,-12.58333333,143.0833333,Northern Pama-Nyungan,Pama-Nyungan,AU
Kuvi,kxv,18.75,82.66666667,South-Central Dravidian,Dravidian,IN
Kutai,vkt,-0.333333333,116.6666667,Malayo-Sumbawan,Austronesian,ID
Kulamanen,mbt,7.75,125,Greater Central Philippine,Austronesian,PH
Kwaio,kwd,-8.95,161,Oceanic,Austronesian,SB
Kwerba,kwe,-2.25,138.5,Kwerba,Kwerba,ID
Kanjobal (Western),knj,15.83333333,-91.83333333,Mayan,Mayan,GT
Kwakw'ala,kwk,51,-127,Northern Wakashan,Wakashan,CA
Kwami,ksq,10.41666667,11,West Chadic,Afro-Asiatic,NG
Kwangali,kwn,-18,19.5,Bantoid,Niger-Congo,AO NA
Kwoma,kmo,-4.166666667,142.75,Middle Sepik,Sepik,PG
Kwamera,tnk,-19.58333333,169.4166667,Oceanic,Austronesian,VU
Kawaiisu,xaw,36,-117.5,Numic,Uto-Aztecan,US
Kwomtari,kwo,-3.5,141.5,Kwomtari,Kwomtari-Baibai,PG
Iwoyo,kwy,-5.5,12.25,Bantoid,Niger-Congo,AO
Kwaza,,-12.58333333,-60.66666667,Kwaza,Kwaza,BR
Kxoe,xuu,-17.5,22.5,Khoe-Kwadi,Khoe-Kwadi,NA AO
Kuku-Yalanji,gvn,-16,145,Northern Pama-Nyungan,Pama-Nyungan,AU
Kenyang,ken,5.666666667,9.5,Bantoid,Niger-Congo,CM
Kyaka,kyc,-5.55,144.0833333,Engan,Trans-New Guinea,PG
Kayah Li (Eastern),eky,19,97.5,Karen,Sino-Tibetan,MM TH
Krymchak,uzn,45,34.25,Turkic,Altaic,UA
Koyukon,koy,65,-155,Athapaskan,Na-Dene,US
Kanyok,kny,-7.333333333,23.58333333,Bantoid,Niger-Congo,CD
Kayapó,txu,-9,-52,Ge-Kaingang,Macro-Ge,BR
Kyuquot,nuk,50.16666667,-127.1666667,Southern Wakashan,Wakashan,CA
Karkar-Yuri,yuj,-3.75,141.0833333,Karkar-Yuri,Karkar-Yuri,PG
Kaytej,gbb,-21,134,Central Pama-Nyungan,Pama-Nyungan,AU
Kayabí,kyz,-11,-55.5,Tupi-Guaraní,Tupian,BR
Kam (Zhanglu),doc,26,108.5,Kam-Tai,Tai-Kadai,CN
Komi-Zyrian,kpv,65,55,Permic,Uralic,RU
Laal,gdm,10,17.66666667,Laal,Laal,TD
Labu,lbu,-6.75,146.9166667,Oceanic,Austronesian,PG
Lacandón,lac,17,-91.5,Mayan,Mayan,MX
Ladakhi,lbj,34,78,Bodic,Sino-Tibetan,IN
Lafofa,laf,10.25,31.25,Lafofa,Kordofanian,SD
Lagwan,kot,11.5,14.83333333,Biu-Mandara,Afro-Asiatic,CM
Lahu,lhu,20,98.16666667,Burmese-Lolo,Sino-Tibetan,CN TH MM
Lai,cnh,22.66666667,93.66666667,Kuki-Chin,Sino-Tibetan,MM
Lak,lbe,42.16666667,47.16666667,Lak-Dargwa,Nakh-Daghestanian,RU
Lalo,ywt,25,100.25,Burmese-Lolo,Sino-Tibetan,CN
Lamé,lme,9,14.5,Masa,Afro-Asiatic,TD CM
Lango,laj,2.166666667,33,Nilotic,Eastern Sudanic,UG
Lao,lao,18,103,Kam-Tai,Tai-Kadai,TH LA
Laragia,lrg,-12.66666667,130.8333333,Laragia,Darwin Region,AU
Latvian,lav,57,24,Baltic,Indo-European,LV
Lau,llu,-9.583333333,161.5,Oceanic,Austronesian,SB
Lavukaleve,lvk,-9.083333333,159.2,Lavukaleve,Solomons East Papuan,SB
Laz,lzz,41.5,41.5,Kartvelian,Kartvelian,GE TR
Lunda,lun,-10.66666667,24,Bantoid,Niger-Congo,CD
Lachi,lbt,22.66666667,104.8333333,Kadai,Tai-Kadai,VN
Lesser Antillean French Creole,acf,15,-61.16666667,Creoles and Pidgins,other,GY MQ GP GD TT LC DM
Luganda,lug,0.5,32.16666667,Bantoid,Niger-Congo,UG
Ladin,lld,46.58333333,11.91666667,Romance,Indo-European,IT
Londo,bdu,5,9.166666667,Bantoid,Niger-Congo,CM
Lendu,led,2,30.5,Lendu,Central Sudanic,CD
Lebeo,agh,1.75,25,Bantoid,Niger-Congo,CD
Leko,lec,-15,-67.91666667,Leko,Leko,BO
Lega,lea,-2.833333333,27.16666667,Bantoid,Niger-Congo,CD
Lele,lln,9.083333333,15.58333333,East Chadic,Afro-Asiatic,TD
Lenakel,tnl,-19.45,169.25,Oceanic,Austronesian,VU
Lepcha,lep,27.16666667,88.5,Lepcha,Sino-Tibetan,NP IN BT
Lese,les,2,29,Mangbutu-Efe,Central Sudanic,CD
Leti,lti,-8.2,127.6666667,Central Malayo-Polynesian,Austronesian,ID
Lewo,lww,-16.75,168.3333333,Oceanic,Austronesian,VU
Lezgian,lez,41.66666667,47.83333333,Lezgic,Nakh-Daghestanian,AZ RU
Luangiua,ojv,-5.333333333,159.4166667,Oceanic,Austronesian,SB
Low German,nds,53,10,Germanic,Indo-European,DE
Lughat al-Isharat al-Lubnaniya,,34,35.83333333,Sign Languages,other,LB
Langi,lag,-4.5,36,Bantoid,Niger-Congo,TZ
Língua Gestual Portuguesa,psr,40,-8,Sign Languages,other,PT
Logoti,log,3.5,30,Moru-Ma'di,Central Sudanic,CD
Longgu,lgu,-9.75,160.6666667,Oceanic,Austronesian,SB
Laha,lha,21.58333333,103.9166667,Kadai,Tai-Kadai,VN
Lhomi,lhm,27.66666667,87.41666667,Bodic,Sino-Tibetan,NP
Hlai (Baoding),lic,19,109.5,Hlai,Tai-Kadai,CN
Lingua Italiana dei Segni,ise,42,13,Sign Languages,other,IT
Lillooet,lil,50.75,-122,Interior Salish,Salishan,CA
Limbu,lif,27.16666667,87.75,Mahakiranti,Sino-Tibetan,IN NP BT
Lingala,lin,2,18.5,Bantoid,Niger-Congo,CD
Lisu,lis,26,98,Burmese-Lolo,Sino-Tibetan,CN MM
Lithuanian,lit,55,24,Baltic,Indo-European,LT
Liv,liv,56.83333333,24,Finnic,Uralic,LV
Lauje,law,-0.5,120,Celebic,Austronesian,ID
Lakkia,lbc,24.08333333,110.1666667,Kadai,Tai-Kadai,CN
Lakhota,lkt,43.83333333,-101.8333333,Core Siouan,Siouan,US
Lamu-Lamu,lby,-14.83333333,144.5,Northern Pama-Nyungan,Pama-Nyungan,AU
Lelemi,lef,7.333333333,0.5,Kwa,Niger-Congo,GH
Loma,lom,8,-9.5,Western Mande,Mande,LR GN
Lamba,lam,-13,28,Bantoid,Niger-Congo,ZM CD
Lamang,hia,11.25,13.58333333,Biu-Mandara,Afro-Asiatic,NG
Lamaholot,slp,-8.25,122.9166667,Central Malayo-Polynesian,Austronesian,ID
Limilngan,lmc,-12.5,131.9166667,Limilngan,Darwin Region,AU
Lamani,lmn,17,77,Indic,Indo-European,IN
Lampung,ljp,-5,105,Lampungic,Austronesian,ID
Lamen,lmu,-16.58333333,168.1666667,Oceanic,Austronesian,VU
Linda,liy,6.5,20.75,Ubangi,Niger-Congo,CF
Lengua,enx,-22.5,-59,Mascoian,Mascoian,PY
Linngithig,lnj,-12.5,142.83,Northern Pama-Nyungan,Pama-Nyungan,AU
Ladino,lad,40,33,Romance,Indo-European,TR IL
Lamnso',lns,6.166666667,10.75,Bantoid,Niger-Congo,CM
Lonwolwol,crc,-16.21666667,168,Oceanic,Austronesian,VU
Lobi,lob,10.5,-3.25,Gur,Niger-Congo,CI BF
Loko,lok,9.333333333,-12.08333333,Western Mande,Mande,SL
Loniu,los,-2.066666667,147.3333333,Oceanic,Austronesian,PG
Lotha,njh,26.5,94.25,Kuki-Chin,Sino-Tibetan,IN
Lou,loj,-2.383333333,147.3166667,Oceanic,Austronesian,PG
Loven,lbo,15,106.3333333,Bahnaric,Austro-Asiatic,LA
Lozi,loz,-17.83333333,26,Bantoid,Niger-Congo,ZM
Lardil,lbz,-16.5,139.3333333,Tangkic,Tangkic,AU
Larike,alo,-3.75,127.9166667,Central Malayo-Polynesian,Austronesian,ID
Lengua de Señas Argentina,aed,-34,-63,Sign Languages,other,AR
Língua de Sinais Brasileira,bzs,-15,-48,Sign Languages,other,BR
Lengua de Señas Española,ssp,40,-3,Sign Languages,other,ES
Langue des Signes Française,fsl,47,3,Sign Languages,other,FR
Langue des Signes Québecoise,fcs,48,-75,Sign Languages,other,CA
Lü,khb,22,100.6666667,Kam-Tai,Tai-Kadai,CN LA MM
Lua,nie,9.75,17.75,Adamawa,Niger-Congo,TD
Lucazi,lch,-14,20,Bantoid,Niger-Congo,AO
Lun Dayeh,lnd,4,115.9166667,North Borneo,Austronesian,ID
Lugbara,lgg,3.083333333,30.91666667,Moru-Ma'di,Central Sudanic,CD UG
Luiseño,lui,33.33333333,-117.1666667,California Uto-Aztecan,Uto-Aztecan,US
Lule,,-28,-64,Lule,Lule,AR
Lummi,str,48.7,-122.6666667,Central Salish,Salishan,US
Lungchang,nst,27.5,96.41666667,Northern Naga,Sino-Tibetan,IN
Luo,luo,-0.5,34.75,Nilotic,Eastern Sudanic,TZ KE
Luri,lrc,33.5,48.5,Iranian,Indo-European,IR
Lushootseed,lut,48,-122,Central Salish,Salishan,US
Luvale,lue,-12,22,Bantoid,Niger-Congo,AO
Luxemburgeois,ltz,49.83333333,6.166666667,Germanic,Indo-European,LU
Luyia,luy,0.416666667,34.5,Bantoid,Niger-Congo,KE
Lyele,lee,12.5,-2.666666667,Gur,Niger-Congo,BF
Ma,msj,3.5,28,Ubangi,Niger-Congo,CD
Maasai,mas,-3,36,Nilotic,Eastern Sudanic,KE TZ
Maba,mde,13.75,20.83333333,Maban,Maban,TD
Macushi,mbc,4,-60,Cariban,Cariban,GY BR VR
Ma'di,mhi,3.25,31.5,Moru-Ma'di,Central Sudanic,UG SD
Mae,mme,-16,167.25,Oceanic,Austronesian,VU
Magar,mgp,28,83,Mahakiranti,Sino-Tibetan,NP
Mari (Hill),mrj,57,58,Mari,Uralic,RU
Maithili,mai,26,86,Indic,Indo-European,NP IN
Majang,mpe,6.75,35,Surmic,Eastern Sudanic,ET
Makah,myh,48.33333333,-124.6666667,Southern Wakashan,Wakashan,US
Malagasy,plt,-20,47,Barito,Austronesian,MG
Mam,mvc,15,-91.83333333,Mayan,Mayan,GT
Mano,mev,7,-9,Eastern Mande,Mande,GN LR
Maori,mri,-40,176,Oceanic,Austronesian,NZ
Mapudungun,arn,-38,-72,Araucanian,Araucanian,CL
Maricopa,mrc,33.16666667,-113.1666667,Yuman,Hokan,US
Masa,mcn,10.5,15.5,Masa,Afro-Asiatic,TD CM
Maung,mph,-11.91666667,133.5,Iwaidjan,Iwaidjan,AU
Maring,mbw,-5.5,144.6666667,Chimbu,Trans-New Guinea,PG
Maninka (Western),mlq,13,-11,Western Mande,Mande,ML
Maxakalí,mbl,-18,-40,Maxakalí,Macro-Ge,BR
Maybrat,ayz,-1.333333333,132.5,North-Central Bird's Head,West Papuan,ID
Mazahua,maz,19.41666667,-99.91666667,Otomian,Oto-Manguean,MX
Mba,mfc,1,25,Ubangi,Niger-Congo,CD
Mbabaram,,-17.16666667,145,Northern Pama-Nyungan,Pama-Nyungan,AU
Mbere,mdt,-0.5,14,Bantoid,Niger-Congo,GA CG
Mbugu,mhd,-4.333333333,38.16666667,Southern Cushitic,Afro-Asiatic,TZ
Mbili,baw,6.116666667,10.2,Bantoid,Niger-Congo,CM
Mbole,mdq,-0.666666667,24.66666667,Bantoid,Niger-Congo,CD
Mbum,mdd,7.75,13.16666667,Adamawa,Niger-Congo,CF CM TD
Monumbo,mxk,-4.25,145,Monumbo,Monumbo,PG
Mbara,mpk,11,15.41666667,Biu-Mandara,Afro-Asiatic,TD
Mangbetu,mdj,2.5,26.5,Mangbetu,Central Sudanic,CD
Manambu,mle,-4.25,142.8333333,Middle Sepik,Sepik,PG
Mbay,myb,8.25,17.5,Bongo-Bagirmi,Central Sudanic,TD
Mbe',mtk,6.283333333,11.08333333,Bantoid,Niger-Congo,CM
Maca,mca,-25,-57.5,Matacoan,Matacoan,PY
Mochica,,-7.5,-79.33333333,Chimúan,Chimúan,PE
Macedonian,mkd,41.66666667,21.75,Slavic,Indo-European,MK
Mískito Coast English Creole,bzj,16.25,-88.83333333,Creoles and Pidgins,other,BZ
Michif,crg,52,-100.1666667,Algonquian,Algic,CA
Macaguán,mbn,6.5,-71.33333333,Guahiban,Guahiban,CO
Machiguenga,mcb,-12,-72.66666667,Pre-Andine Arawakan,Arawakan,PE
Macuna,myy,-0.333333333,-70.16666667,Tucanoan,Tucanoan,CO BR
Mixe (Coatlán),mco,16.91666667,-95.66666667,Mixe-Zoque,Mixe-Zoque,MX
Mauritian Creole,mfe,-20.33333333,57.5,Creoles and Pidgins,other,MU
Miwok (Central Sierra),csm,38,-120.3333333,Miwok,Penutian,US
Mocoví,moc,-28,-60.5,South Guaicuruan,Guaicuruan,AR
Mada (in Cameroon),mxu,10.83333333,14.16666667,Biu-Mandara,Afro-Asiatic,CM
Mudburra,dmw,-17.33333333,132.0833333,Western Pama-Nyungan,Pama-Nyungan,AU
Mende,men,7.833333333,-11.5,Western Mande,Mande,SL
Mundang,mua,9.666666667,14.5,Adamawa,Niger-Congo,TD
Mandinka,mnk,13,-15.66666667,Western Mande,Mande,ML SN GN
Matngele,zml,-13.83333333,130.4166667,Eastern Daly,Eastern Daly,AU
Madimadi,,-34.5,143.5,Southeastern Pama-Nyungan,Pama-Nyungan,AU
Mandan,mhq,46.5,-102.5,Core Siouan,Siouan,US
Mbodomo,gmm,4.5,15.5,Gbaya-Manza-Ngbaka,Niger-Congo,CF
Madurese,mad,-7,113.5,Malayo-Sumbawan,Austronesian,ID
Manadonese,xmm,1.5,124.8333333,Malayo-Sumbawan,Austronesian,ID
Mündü,muh,4.5,30,Ubangi,Niger-Congo,CD SS
Mbosi,mdw,-1.25,15.5,Bantoid,Niger-Congo,CG
Mada (in Nigeria),mda,8.75,8.25,Platoid,Niger-Congo,NG
Meyah,mej,-1.166666667,133.5,East Bird's Head,East Bird's Head,ID
Melayu Betawi,bew,-6.5,107,Creoles and Pidgins,other,ID
Me'en,mym,5,37,Surmic,Eastern Sudanic,ET
Mehri,gdq,17,51.5,Semitic,Afro-Asiatic,YE OM
Meithei,mni,24.75,94,Kuki-Chin,Sino-Tibetan,IN
Mekens,skf,-12.5,-61.5,Tupari,Tupian,BR
Melanau,mel,2.5,111.5,North Borneo,Austronesian,MY
Manem,jet,-3,140.8333333,Border,Border,PG ID
Menomini,mez,45.5,-88.33333333,Algonquian,Algic,US
Meryam Mir,ulk,-9.916666667,144.0833333,Western Fly,Western Fly,AU
Menya,mcr,-7.25,146,Angan,Trans-New Guinea,PG
Mondunga,ndt,2.25,21.5,Ubangi,Niger-Congo,CD
Mongondow,mog,0.666666667,124,Greater Central Philippine,Austronesian,ID
Mnong (Eastern),mng,12.66666667,108.5,Bahnaric,Austro-Asiatic,VN
Mangghuer,mjg,36,102,Mongolic,Altaic,CN
Magahi,mag,23.5,85.5,Indic,Indo-European,IN
Magi,mgu,-10.33333333,149.3333333,Mailuan,Trans-New Guinea,PG
Mungaka,mhk,5.916666667,10,Bantoid,Niger-Congo,CM
Mingrelian,xmf,42.5,42,Kartvelian,Kartvelian,GE
