Language,Code Value,lat_str,lon_str,genus,family,countrycodes
Oi,oyb,14.83333333,107.1666667,Bahnaric,Austro-Asiatic,LA
Oirat,xal,37.5,93,Mongolic,Altaic,MN CN
Otomí (Ixtenco),otz,19.08333333,-97.91666667,Otomian,Oto-Manguean,MX
Ojibwa (Eastern),ojg,46,-80,Algonquian,Algic,CA
Ojibwe (Minnesota),ciw,47.66666667,-92.5,Algonquian,Algic,US
Ojibwa (Severn),ojs,53,-90,Algonquian,Algic,CA
Okanagan,oka,49.5,-118.5,Interior Salish,Salishan,CA US
Oriya (Kotia),ort,18.33333333,83,Indic,Indo-European,IN
Oksapmin,opm,-5.166666667,142.1666667,Oksapmin,Oksapmin,PG
Oku,oku,6.25,10.5,Bantoid,Niger-Congo,CM
Oloh Mangtangai,nij,-0.833333333,113,Barito,Austronesian,ID
Olo,ong,-3.416666667,142,Wapei-Palei,Torricelli,PG
Olutec,plo,17.95,-95,Mixe-Zoque,Mixe-Zoque,MX
Omagua,omg,-4,-73.5,Tupi-Guaraní,Tupian,PE
Omaha,oma,42,-97.25,Core Siouan,Siouan,US
Ömie,aom,-9.05,148.0833333,Koiarian,Trans-New Guinea,PG
Oneida,one,43,-75.66666667,Northern Iroquoian,Iroquoian,US
One,aun,-3.25,141.9166667,West Wapei,Torricelli,PG
Onge,oon,10.75,92.41666667,South Andamanese,South Andamanese,IN
Onondaga,ono,42.75,-76.16666667,Northern Iroquoian,Iroquoian,US
Ono,ons,-6.166666667,147.5833333,Finisterre-Huon,Trans-New Guinea,PG
O'odham,ood,32,-112,Tepiman,Uto-Aztecan,MX US
Emai,ema,7.083333333,5.916666667,Edoid,Niger-Congo,NG
Oromo (Boraana),gax,4.5,38.5,Lowland East Cushitic,Afro-Asiatic,KE ET
Oroch,oac,50.33333333,137.5,Tungusic,Altaic,RU
Ordos,mvf,39,109,Mongolic,Altaic,CN
Orejón,ore,-2.833333333,-72.5,Tucanoan,Tucanoan,PE
Oromo (Harar),hae,9,42,Lowland East Cushitic,Afro-Asiatic,ET
Orig,ras,12.16666667,30.83333333,Rashad,Kordofanian,SD
Orok,oaa,49.5,143.5,Tungusic,Altaic,RU
Orokolo,oro,-7.833333333,145.3333333,Eleman Proper,Eleman,PG
Ormuri,oru,32.5,69.75,Iranian,Indo-European,PK
Orokaiva,okv,-8.833333333,148.25,Binanderean,Trans-New Guinea,PG
Oromo (Waata),ssn,-3.333333333,39.83333333,Lowland East Cushitic,Afro-Asiatic,KE
Orya,ury,-2.75,139.8333333,Orya,Tor-Orya,ID
Osage,osa,37,-94,Core Siouan,Siouan,US
Otomí (Santiago Mexquititlan),otq,20.08333333,-100.0833333,Otomian,Oto-Manguean,MX
Ossetic,oss,43,44,Iranian,Indo-European,GE RU
Otomí (Mezquital),ote,20.16666667,-99.16666667,Otomian,Oto-Manguean,MX
Oto,iow,40.5,-96,Core Siouan,Siouan,US
Otoro,otr,11.16666667,30.5,Heiban,Kordofanian,SD
Otomí (Sierra),otm,20.66666667,-98.83333333,Otomian,Oto-Manguean,MX
Oromo (West-Central),gaz,9,37,Lowland East Cushitic,Afro-Asiatic,ET
Owininga,owi,-4.5,141.75,Left May,Left May,PG
Oriya,ori,21,85,Indic,Indo-European,IN
Pa'a,pqa,11,9.25,West Chadic,Afro-Asiatic,NG
Pacoh,pac,16.41666667,107.0833333,Katuic,Austro-Asiatic,VN
Padoe,pdo,-2.333333333,121.3333333,Celebic,Austronesian,ID
Páez,pbb,2.666666667,-76,Páezan,Páezan,CO
Pagu,pgu,1.25,127.75,North Halmaheran,West Papuan,ID
Paiwan,pwn,22.5,120.8333333,Paiwan,Austronesian,TW
Pakanha,pkn,-14.5,142.4166667,Northern Pama-Nyungan,Pama-Nyungan,AU
Palauan,pau,7.5,134.5833333,Palauan,Austronesian,PW
Pame,pbs,22,-99.5,Pamean,Oto-Manguean,MX
Panjabi,pan,31,74,Indic,Indo-European,PK IN
Papiamentu,pap,12.25,-69,Creoles and Pidgins,other,AN
Päri,lkr,5,32.5,Nilotic,Eastern Sudanic,SS
Patep,ptp,-6.916666667,146.5833333,Oceanic,Austronesian,PG
Paumarí,pad,-6,-64,Arauan,Arauan,BR
Pawaian,pwa,-7,145.0833333,Pawaian,Teberan-Pawaian,PG
Pima Bajo,pia,29,-111,Tepiman,Uto-Aztecan,MX
Poqomam,poc,14.66666667,-90.5,Mayan,Mayan,GT
Folopa,ppo,-7,144.5,Teberan,Teberan-Pawaian,PG
Pech,pay,15,-85.5,Paya,Chibchan,HN
Pemon,aoc,5.333333333,-62,Cariban,Cariban,GY VR
Pengo,peg,19.83333333,83.83333333,South-Central Dravidian,Dravidian,IN
Pero,pip,9.583333333,11,West Chadic,Afro-Asiatic,NG
Pilagá,plg,-25,-60,South Guaicuruan,Guaicuruan,AR
Pingilapese,pif,6.216666667,160.7,Oceanic,Austronesian,FM
Phlong,pww,15,99,Karen,Sino-Tibetan,TH
Piaroa,pid,5,-67,Piaroa,Sáliban,VR
Pileni,piv,-10.21666667,166.2166667,Oceanic,Austronesian,SB
Pintupi,piu,-23,129,Western Pama-Nyungan,Pama-Nyungan,AU
Pipil,ppl,13.83333333,-89.58333333,Aztecan,Uto-Aztecan,SV
Piro,pib,-11,-73.5,Purus,Arawakan,PE
Pisa,psa,-5.166666667,139.1666667,Awju-Dumut,Trans-New Guinea,ID
Pitjantjatjara,pjt,-26,130,Western Pama-Nyungan,Pama-Nyungan,AU
Pokomchí,poh,15.41666667,-90.5,Mayan,Mayan,GT
Paakantyi,drl,-32.5,142.5,Central Pama-Nyungan,Pama-Nyungan,AU
Pokot,pko,1.5,35.5,Nilotic,Eastern Sudanic,KE UG
Playero,gob,7,-71,Guahiban,Guahiban,CO
Polabian,pox,51,12.83333333,Slavic,Indo-European,DE
Palaung,rbb,22.66666667,96.66666667,Palaung-Khmuic,Austro-Asiatic,MM
Paulohi,plh,-3.25,128.75,Central Malayo-Polynesian,Austronesian,ID
Palikur,plu,3,-51,Eastern Arawakan,Arawakan,BR
Pulopetak,nij,1.416666667,109.8333333,Barito,Austronesian,ID
Palor,fap,14.83333333,-16.75,Northern Atlantic,Niger-Congo,SN
Pomo (Central),poo,39,-123.3333333,Pomoan,Hokan,US
Pomo (Eastern),peb,39,-122.6666667,Pomoan,Hokan,US
Pomo (Northern),pej,39.33333333,-123.5,Pomoan,Hokan,US
Paamese,pma,-16.5,168.25,Oceanic,Austronesian,VU
Pamona,pmf,-1.75,120.8333333,Celebic,Austronesian,ID
Pangwa,pbr,-10,34.75,Bantoid,Niger-Congo,TZ
Pangasinan,pag,15.91666667,120.3333333,Northern Luzon,Austronesian,PH
Paiute (Northern),pao,42,-118,Numic,Uto-Aztecan,US
Panare,pbh,6.5,-66,Cariban,Cariban,VR
Bunu (Younuo),buh,24,107,Hmong-Mien,Hmong-Mien,CN
Panará,kre,-10,-55,Ge-Kaingang,Macro-Ge,BR
Panyjima,pnw,-22.83333333,118.4166667,Western Pama-Nyungan,Pama-Nyungan,AU
Po-Ai,fwa,-20.66666667,164.8333333,Oceanic,Austronesian,NC
Pocomam Oriental,poa,14.75,-89.75,Mayan,Mayan,GT
Podoko,pbi,11,14.08333333,Biu-Mandara,Afro-Asiatic,CM
Pogoro,poy,-8.75,36.5,Bantoid,Niger-Congo,TZ
Pohnpeian,pon,6.883333333,158.25,Oceanic,Austronesian,FM
Poko-Rawo,rwa,-2.833333333,141.5833333,Serra Hills,Skou,PG
Polish,pol,52,20,Slavic,Indo-European,PL
Popoloca (Metzontla),pbe,18.16666667,-97.5,Popolocan,Oto-Manguean,MX
Portuguese,por,39,-8,Romance,Indo-European,PT
Potawatomi,pot,44.5,-85,Algonquian,Algic,US
Powhatan,pim,37.33333333,-76.5,Algonquian,Algic,US
Piapoco,pio,4,-69.5,Inland Northern Arawakan,Arawakan,CO
Pitta Pitta,pit,-22.83333333,140,Central Pama-Nyungan,Pama-Nyungan,AU
Prasuni,prn,35.5,71,Nuristani,Indo-European,AF
Paresi,pab,-14,-57.5,Central Arawakan,Arawakan,BR
Parji (Dravidian),pci,19.5,82.5,Central Dravidian,Dravidian,IN
Pare,asa,-4,36.5,Bantoid,Niger-Congo,TZ
Pirahã,myp,-7,-62,Mura,Mura,BR
Príncipense,pre,1.616666667,7.366666667,Creoles and Pidgins,other,ST
Purki,prx,34.66666667,76,Bodic,Sino-Tibetan,IN
Provençal,oci,44,6,Romance,Indo-European,FR
Persian,pes,32,54,Iranian,Indo-European,IR
Piratapuyo,pir,0.333333333,-69.5,Tucanoan,Tucanoan,CO BR
Pashto,pst,33,67,Iranian,Indo-European,AF PK
Popoloca (San Juan Atzingo),poe,18.16666667,-96.41666667,Popolocan,Oto-Manguean,MX
Plains-Indians Sign Language,psd,40,-100,Sign Languages,other,US
Passamaquoddy-Maliseet,pqm,45,-67,Algonquian,Algic,US CA
Pomo (Southeastern),pom,39,-122.5,Pomoan,Hokan,US
Popoloca (San Vicente Coyotepec),pbf,18.25,-97.83333333,Popolocan,Oto-Manguean,MX
Port Sandwich,psw,-16.5,167.75,Oceanic,Austronesian,VU
Paita,duf,-22.08333333,166.5,Oceanic,Austronesian,NC
Paite,pck,24,93.16666667,Kuki-Chin,Sino-Tibetan,IN
Patpatar,gfk,-3.766666667,152.5,Oceanic,Austronesian,PG
Pattani,lae,32.75,76.75,Bodic,Sino-Tibetan,IN
Patwin,pwu,39,-122.3333333,Wintuan,Penutian,US
Puinave,pui,4,-68,Puinave,Puinave,VR CO
Parauk,prk,23.25,99.5,Palaung-Khmuic,Austro-Asiatic,MM CN
Puluwat,puw,7.333333333,149.3333333,Oceanic,Austronesian,FM
Pumi,pmj,28,101,Qiangic,Sino-Tibetan,CN
Pungupungu,wdj,-13.5,130.4166667,Anson Bay,Anson Bay,AU
Puquina,,-16.5,-68.5,Puquina,Puquina,PE BO
Purépecha,tsz,19.5,-101.6666667,Tarascan,Tarascan,MX
Paiute (Southern),ute,37.83333333,-113.3333333,Numic,Uto-Aztecan,US
Pawnee,paw,41,-98.66666667,Caddoan,Caddoan,US
Qafar,aar,12,42,Lowland East Cushitic,Afro-Asiatic,ER DJ ET
Quechua (Ancash),qxa,-8.5,-77.5,Quechuan,Quechuan,PE
Qawasqar,alc,-49,-75,Alacalufan,Alacalufan,CL
Quechua (Ayacucho),quy,-14,-74,Quechuan,Quechuan,PE
Quechua (Bolivian),quh,-20,-66,Quechuan,Quechuan,BO
Quechua (Cajamarca),qvc,-7,-78.5,Quechuan,Quechuan,PE
Quiché,quc,15,-91.41666667,Mayan,Mayan,GT
Quechua (Cochabamba),quh,-17.5,-66,Quechuan,Quechuan,BO
Quechua (Cuzco),quz,-14.5,-71,Quechuan,Quechuan,PE
Quechua (Ecuadorean),qug,-1,-79,Quechuan,Quechuan,EC
Quechua (Huallaga),qvh,-9.5,-75.5,Quechuan,Quechuan,PE
Qiang,cng,32,102.6666667,Qiangic,Sino-Tibetan,CN
Quechua (Imbabura),qvi,0.333333333,-78,Quechuan,Quechuan,EC
Quechua (Tarma),qvn,-11.41666667,-75.75,Quechuan,Quechuan,PE
Quechan,yum,32.83333333,-114.3333333,Yuman,Hokan,US
Quileute,qui,47.91666667,-124.25,Chimakuan,Chimakuan,US
Sipakapense,qum,15.25,-91.75,Mayan,Mayan,GT
Rade,rad,13,108.5,Malayo-Sumbawan,Austronesian,VN
Raga,lml,-15.5,168.1666667,Oceanic,Austronesian,VU
Ralte,ral,23.75,92.75,Kuki-Chin,Sino-Tibetan,IN MM
Rama,rma,11.75,-83.75,Rama,Chibchan,NI
Rao,rao,-4.75,144.5,Annaberg,Lower Sepik-Ramu,PG
Rapanui,rap,-27.11666667,-109.3666667,Oceanic,Austronesian,CL
Rashad,ras,11.83333333,31.05,Rashad,Kordofanian,SD
Romani (Ajia Varvara),rmn,38,23.58333333,Indic,Indo-European,GR
Rawang,raw,27.5,97.5,Nungish,Sino-Tibetan,MM
Romani (Burgenland),rmo,47.5,16.5,Indic,Indo-European,AT
Romani (Bugurdzi),rmn,42.66666667,21.16666667,Indic,Indo-European,RS
Russian-Chinese Pidgin (Birobidjan),,48.8,132.95,Creoles and Pidgins,other,RU
Rejang,rej,-3.416666667,102.5,Rejang,Austronesian,ID
Remo,bfw,18,82,Munda,Austro-Asiatic,IN
Rendille,rel,2,37.5,Lowland East Cushitic,Afro-Asiatic,KE
Resígaro,rgr,-2.416666667,-71.5,Inland Northern Arawakan,Arawakan,PE CO
Retuarã,tnc,-0.5,-70.66666667,Tucanoan,Tucanoan,CO
Ronga,rng,-26,32.5,Bantoid,Niger-Congo,MZ
rGyalrong (Caodeng),jya,31.66666667,101.75,rGyalrong,Sino-Tibetan,CN
Roglai (Northern),rog,12.16666667,108.8333333,Malayo-Sumbawan,Austronesian,VN
Riantana,ran,-7.5,138.5,Kolopom,Kolopom,ID
Rikbaktsa,rkb,-11.83333333,-57.5,Rikbaktsa,Macro-Ge,BR
Rimi,rim,-5,34.66666667,Bantoid,Niger-Congo,TZ
Ritharngu,rit,-12.83333333,135.5,Western Pama-Nyungan,Pama-Nyungan,AU
Raji,rji,28,82.75,Raji-Raute,Sino-Tibetan,NP IN
Romani (Kalderash),rmy,45,21,Indic,Indo-European,RS
Romani (Lovari),rmy,47,21.5,Indic,Indo-European,RO HU
Rembarnga,rmb,-12.83333333,134.5833333,Rembarnga,Gunwinyguan,AU
Romansch,roh,46.66666667,9.166666667,Romance,Indo-European,CH
Rundi,run,-3.5,30,Bantoid,Niger-Congo,BI
Rengao,ren,14.58333333,107.8333333,Bahnaric,Austro-Asiatic,VN
Rennellese,mnv,-11.61666667,160.25,Oceanic,Austronesian,SB
Romani (North Russian),rml,60,38,Indic,Indo-European,RU
Runyankore,nyn,-0.5,30.5,Bantoid,Niger-Congo,UG
Romanian,ron,46,25,Romance,Indo-European,RO
Ron,cla,9,8.75,West Chadic,Afro-Asiatic,NG
Roro,rro,-8.75,146.5833333,Oceanic,Austronesian,PG
Rotuman,rtm,-12.5,177.0666667,Oceanic,Austronesian,FJ
Roviana,rug,-8.25,157.3333333,Oceanic,Austronesian,SB
Rang Pas,bod,30.33333333,79.33333333,Bodic,Sino-Tibetan,NP
Runyoro-Rutooro,nyo,1.5,31.33333333,Bantoid,Niger-Congo,UG
Romansch (Scharans),roh,46.75,9.5,Romance,Indo-European,CH
Romani (Sepecides),,38.25,27,Indic,Indo-European,TR
Shughni,sgh,38.16666667,71.5,Iranian,Indo-European,TJ AF
Russian Sign Language,rsl,56,44,Sign Languages,other,RU
Romansch (Surmeiran),roh,46.58333333,9.75,Romance,Indo-European,CH
Romansch (Sursilvan),roh,46.66666667,8.833333333,Romance,Indo-European,CH
Roti,twu,-10.66666667,123.25,Central Malayo-Polynesian,Austronesian,ID
Rotokas,roo,-6,155.1666667,West Bougainville,West Bougainville,PG
Rukai (Tanan),dru,22.83333333,120.8333333,Rukai,Austronesian,TW
Rumu,klq,-7.166666667,144.25,Turama-Kikorian,Turama-Kikorian,PG
Runga,rou,10.33333333,21,Maban,Maban,TD CF
Russian,rus,56,38,Slavic,Indo-European,RU
Rutul,rut,41.5,47.41666667,Lezgic,Nakh-Daghestanian,RU AZ
Rawa,rwo,-5.833333333,146,Finisterre-Huon,Trans-New Guinea,PG
Romani (Welsh),rmw,52,-4,Indic,Indo-European,GB
Shuri,ryu,26.5,127.5,Japanese,Japanese,JP
Sa'a,apb,-9.616666667,161.45,Oceanic,Austronesian,SB
Sa'ban,snv,3.666666667,115.6666667,North Borneo,Austronesian,ID
Saek,skb,17.41666667,104.75,Kam-Tai,Tai-Kadai,LA TH
Sahu,saj,1.166666667,127.5,North Halmaheran,West Papuan,ID
Sakao,sku,-15.16666667,167.0833333,Oceanic,Austronesian,VU
Salinan,sln,36,-121,Salinan,Salinan,US
Samoan,smo,-13.91666667,-171.8333333,Oceanic,Austronesian,WS AS
Sango,sag,5,18,Ubangi,Niger-Congo,CF
Saho,ssy,14.75,39.75,Lowland East Cushitic,Afro-Asiatic,ER ET
Sapuan,spu,15.16666667,106.8333333,Bahnaric,Austro-Asiatic,LA
Sare,dju,-4.5,143.1666667,Sepik Hill,Sepik,PG
Savi,sdg,35,71.5,Indic,Indo-European,AF
Sawu,hvn,-11.5,121.9166667,Central Malayo-Polynesian,Austronesian,ID
Sayula Popoluca,pos,17.83333333,-95,Mixe-Zoque,Mixe-Zoque,MX
Sáliba (in Colombia),slc,6,-70,Sáliba,Sáliban,VR CO
Sama (Balangingi),sse,6.166666667,121.8333333,Sama-Bajaw,Austronesian,PH
Saanich,str,48.58333333,-123.4166667,Central Salish,Salishan,CA
Serbian-Croatian,bos,44,19,Slavic,Indo-European,BA RS HR
Saami (Central-South),sma,64.66666667,16.75,Saami,Uralic,SE
Sindhi,snd,26,69,Indic,Indo-European,PK IN
Sandawe,sad,-5,35,Sandawe,Sandawe,TZ
Southeast Ambrym,tvk,-16.3,168.2166667,Oceanic,Austronesian,VU
Sebei,kpz,1.333333333,34.58333333,Nilotic,Eastern Sudanic,UG
Secoya,sey,-0.333333333,-76,Tucanoan,Tucanoan,EC PE
Sedang,sed,14.83333333,108,Bahnaric,Austro-Asiatic,VN
Seediq,trv,24.16666667,121.4166667,Atayalic,Austronesian,TW
Selknam,ona,-53,-70,Chon Proper,Chon,AR
Sema,nsm,26,94.5,Kuki-Chin,Sino-Tibetan,IN
Sena,seh,-18,35.25,Bantoid,Niger-Congo,MZ
Seri,sei,29,-112,Seri,Hokan,MX
Sesotho,sot,-28,27,Bantoid,Niger-Congo,ZA LS
Seychelles Creole,crs,-4.75,55.5,Creoles and Pidgins,other,SC
Sougb,mnx,-1.5,134,East Bird's Head,East Bird's Head,ID
Songe,sop,-6.833333333,22,Bantoid,Niger-Congo,CD
Sengele,szg,-1.833333333,17.33333333,Bantoid,Niger-Congo,CD
Sangir,sxn,3.5,125.5,Sangiric,Austronesian,ID
Songish,str,48.45,-123.3333333,Central Salish,Salishan,CA
Sangu,snq,-1.5,11.83333333,Bantoid,Niger-Congo,GA
Shan,shn,22,98,Kam-Tai,Tai-Kadai,MM
Shabo,sbf,7.583333333,35.41666667,Shabo,Shabo,ET
Sherdukpen,sdp,27,92.5,Western Arunachal,Sino-Tibetan,IN
Sherpa,xsr,27.75,86.83333333,Bodic,Sino-Tibetan,NP
Shigatse,bod,29,89,Bodic,Sino-Tibetan,CN
Sharanahua,mcd,-11,-70,Panoan,Panoan,PE BR
Shiriana,shb,3.5,-62.83333333,Yanomam,Yanomam,VR BR
Shipibo-Konibo,shp,-7.5,-75,Panoan,Panoan,PE
Shilluk,shk,9.666666667,31.75,Nilotic,Eastern Sudanic,SS
Shambala,ksb,-4.25,38.25,Bantoid,Niger-Congo,TZ
Shona,sna,-18,31,Bantoid,Niger-Congo,ZW
Shoshone,shh,41,-114,Numic,Uto-Aztecan,US
Sahaptin (Northern),waa,46.5,-120,Sahaptian,Penutian,US
Shor,cjs,53,88,Turkic,Altaic,RU
Shasta,sht,41.83333333,-122.6666667,Shasta,Hokan,US
Shatt,shj,10.83333333,30,Daju,Eastern Sudanic,SD
Shuswap,shs,52,-120,Interior Salish,Salishan,CA
Shawnee,sjw,40,-83,Algonquian,Algic,US
Shira Yughur,yuy,38,99,Mongolic,Altaic,CN
Siane,snp,-6.083333333,145.2,Eastern Highlands,Trans-New Guinea,PG
Sidaama,sid,6.666666667,38.5,Highland East Cushitic,Afro-Asiatic,ET
Sika,ski,-8.7,122.25,Central Malayo-Polynesian,Austronesian,ID
Sila,dau,12.33333333,21.75,Daju,Eastern Sudanic,TD
Simeulue,smr,2.5,96.25,Northwest Sumatra-Barrier Islands,Austronesian,ID
Siona,snn,0.333333333,-76.25,Tucanoan,Tucanoan,EC CO
Sio,xsi,-5.95,147.3333333,Oceanic,Austronesian,PG
Siar,sjr,-4.666666667,152.9166667,Oceanic,Austronesian,PG
Sisiqa,baa,-7,156.8333333,Oceanic,Austronesian,SB
Siuslaw,sis,44,-124,Siuslawan,Oregon Coast,US
Saami (Kildin),sjd,67,37,Saami,Uralic,RU
Sikkimese,sip,27.83333333,88.5,Bodic,Sino-Tibetan,IN
Sikule,skh,2.666666667,96,Northwest Sumatra-Barrier Islands,Austronesian,ID
Sukuma,suk,-2.833333333,32,Bantoid,Niger-Congo,TZ
Sikuani,guh,6.25,-71.5,Guahiban,Guahiban,CO
Skou,skv,-2.666666667,140.9166667,Western Skou,Skou,ID
Selkup,sel,65,82,Samoyedic,Uralic,RU
Sikaritai,tty,-2.916666667,138.25,Lakes Plain,Lakes Plain,ID
Suku,sub,-6,17.66666667,Bantoid,Niger-Congo,CD AO
Shekhawati,swv,28,75.5,Indic,Indo-European,IN
Slave,scs,67,-125,Athapaskan,Na-Dene,CA
Saliba (in Papua New Guinea),sbe,-10.58333333,150.7166667,Oceanic,Austronesian,PG
Samba Leko,ndi,8.5,12.5,Adamawa,Niger-Congo,CM NG
Sulung,suv,28.33333333,93.25,Sulung,Sulung,IN
Slovene,slv,46,15,Slavic,Indo-European,SI
Selepet,spl,-6.166666667,147.1666667,Finisterre-Huon,Trans-New Guinea,PG
Salar,slr,35,103,Turkic,Altaic,CN
Slavey,xsl,60,-120,Athapaskan,Na-Dene,CA
Selayar,sly,-6,120.5,South Sulawesi,Austronesian,ID
Semandang,sdm,-0.75,110.5,Land Dayak,Austronesian,ID
Seme,sif,11,-4.916666667,Kru,Niger-Congo,BF
Semai,sea,4.333333333,101.6666667,Aslian,Austro-Asiatic,MY
Semelai,sza,3,103,Aslian,Austro-Asiatic,MY
Seminole,mus,33,-84,Muskogean,Muskogean,US
Shompen,,7,93.75,Shompen,Shompen,IN
Sahaptin (Umatilla),uma,45.66666667,-118.5,Sahaptian,Penutian,US
Shina,scl,36,74,Indic,Indo-European,PK
Seneca,see,42.5,-77.5,Northern Iroquoian,Iroquoian,US
Senadi,sef,9.5,-6.25,Gur,Niger-Congo,CI
Sinaugoro,snc,-9.833333333,147.8333333,Oceanic,Austronesian,PG
Sinhala,sin,7,80.5,Indic,Indo-European,LK
Sanuma,xsu,4.5,-64.66666667,Yanomam,Yanomam,BR VR
Soninke,snk,15,-10.5,Western Mande,Mande,CI SN BF ML
Saami (Northern),sme,69,24,Saami,Uralic,FI SE NO
Sentani,set,-2.583333333,140.5833333,Sentani,Sentani,ID
So,teu,2.583333333,34.75,Kuliak,Eastern Sudanic,UG
Sobei,sob,-1.916666667,138.75,Oceanic,Austronesian,ID
Soddo,gru,8.5,38.5,Semitic,Afro-Asiatic,ET
Solon,evn,48,120,Tungusic,Altaic,CN
Somali,som,3,45,Lowland East Cushitic,Afro-Asiatic,SO
Sonsorol-Tobi,sov,5.333333333,132.25,Oceanic,Austronesian,PW
Sooke,str,48.33333333,-123.75,Central Salish,Salishan,CA
Soqotri,sqt,12.5,54,Semitic,Afro-Asiatic,YE
Sora,srb,20,84.33333333,Munda,Austro-Asiatic,IN
Sorbian (Upper),hsb,51.83333333,14.5,Slavic,Indo-European,DE
Spanish,spa,40,-4,Romance,Indo-European,ES
Spanish (Canary Islands),spa,28,-15.58333333,Romance,Indo-European,ES
Spitian,bod,32.25,78,Bodic,Sino-Tibetan,IN
Spokane,spo,47.66666667,-117.75,Interior Salish,Salishan,US
Salish (Southern Puget Sound),slh,47.25,-122.5,Central Salish,Salishan,US
Squamish,squ,49.66666667,-123.1666667,Central Salish,Salishan,CA
Sranan,srn,5.833333333,-55.33333333,Creoles and Pidgins,other,SR
Sorbian,dsb,51.5,14,Slavic,Indo-European,DE
Sarcee,srs,52.5,-116,Athapaskan,Na-Dene,CA
Sardinian,sro,40,9,Romance,Indo-European,IT
Sre,kpm,11.5,108,Bahnaric,Austro-Asiatic,VN
Siriano,sri,0.75,-70.16666667,Tucanoan,Tucanoan,BR CO
Sorbian (Lower),dsb,51.75,14.33333333,Slavic,Indo-European,DE
Saramaccan,srm,4.5,-55.5,Creoles and Pidgins,other,SR GF
Sirionó,srq,-15.58333333,-64,Tupi-Guaraní,Tupian,BO
Siroi,ssd,-5.5,146,Madang,Trans-New Guinea,PG
Serrano,ser,34.5,-117,California Uto-Aztecan,Uto-Aztecan,US
Selaru,slu,-8.2,131,Central Malayo-Polynesian,Austronesian,ID
Siraya,fos,23,120.25,East Formosan,Austronesian,TW
Sisaala,sld,10.83333333,-2.666666667,Gur,Niger-Congo,GH
Shinassha,bwo,10.41666667,36.16666667,North Omotic,Afro-Asiatic,ET
South Korean Sign Language,kvk,37,128,Sign Languages,other,KR
Salish (Samish Straits),str,48.58333333,-122.5833333,Central Salish,Salishan,US
Salish (Straits),str,48.75,-123.25,Central Salish,Salishan,CA US
Santa,sce,31.5,107.5,Mongolic,Altaic,CN
Stieng,sti,11.83333333,106.75,Bahnaric,Austro-Asiatic,KH VN
Santali,sat,24.5,87,Munda,Austro-Asiatic,IN
Sotho (Northern),nso,-24,29,Bantoid,Niger-Congo,ZA
Stoney,sto,53.75,-116.5,Core Siouan,Siouan,CA
Subiya,sbs,-17.75,24.91666667,Bantoid,Niger-Congo,NA
Sudest,tgo,-11.5,153.45,Oceanic,Austronesian,PG
Suena,sue,-7.75,147.55,Binanderean,Trans-New Guinea,PG
Sungor,sjg,13.75,21.5,Taman,Eastern Sudanic,TD
Sui,swi,26,107.5,Kam-Tai,Tai-Kadai,CN
Suki,sui,-8,141.75,Suki,Gogodala-Suki,PG
Sulka,sua,-5.083333333,151.9166667,Sulka,Sulka,PG
Mayangna,yan,13,-84.5,Misumalpan,Misumalpan,NI
Sundanese,sun,-7,107,Malayo-Sumbawan,Austronesian,ID
Supyire,spp,11.5,-5.583333333,Gur,Niger-Congo,ML
Sursurunga,sgz,-4,152.7666667,Oceanic,Austronesian,PG
Susu,sus,10,-13,Western Mande,Mande,GN
Svan,sva,43,42.5,Kartvelian,Kartvelian,GE
Slovincian,csb,54,16,Slavic,Indo-European,PL
Slovak,slk,49,20,Slavic,Indo-European,SK
Savosavo,svs,-9.133333333,159.8,Savosavo,Solomons East Papuan,SB
Svenska Teckenspråket,swl,59,15,Sign Languages,other,SE
Swahili,swh,-6.5,39,Bantoid,Niger-Congo,TZ
Swedish,swe,60,15,Germanic,Indo-European,SE FI
Sawai,szw,0.5,128,South Halmahera - West New Guinea,Austronesian,ID
Shoshone (Wind River),shh,43.41666667,-108.8333333,Numic,Uto-Aztecan,US
Swati,ssw,-26.5,31,Bantoid,Niger-Congo,ZA SZ
Swedish (Västerbotten),swe,64.25,19.75,Germanic,Indo-European,SE
Saryg Yughur,ybe,38.75,99.75,Turkic,Altaic,CN
Salt-Yui,sll,-6.283333333,145.0333333,Chimbu,Trans-New Guinea,PG
Taba,mky,0,127.5,South Halmahera - West New Guinea,Austronesian,ID
Tacana,tna,-13.5,-68,Tacanan,Tacanan,BO
Taiof,sps,-5.533333333,154.6333333,Oceanic,Austronesian,PG
Tagalog,tgl,15,121,Greater Central Philippine,Austronesian,PH
Tahitian,tah,-17.66666667,-149.5833333,Oceanic,Austronesian,PF
Tuareg (Air),thv,19,9,Berber,Afro-Asiatic,NE
Tajik,tgk,38.66666667,70,Iranian,Indo-European,TJ
Takia,tbc,-4.666666667,146,Oceanic,Austronesian,PG
Talinga,tlj,0.416666667,29.66666667,Bantoid,Niger-Congo,UG CD
Tamang (Eastern),taj,27.5,85.66666667,Bodic,Sino-Tibetan,NP
Tangale,tan,9.75,11.33333333,West Chadic,Afro-Asiatic,NG
Tarao,tro,24.25,94.16666667,Kuki-Chin,Sino-Tibetan,IN
Taiap,gpn,-4.083333333,144.5,Gapun,Gapun,PG
Taiwanese,nan,25,121.5,Chinese,Sino-Tibetan,TW
Tariana,tae,1,-69.16666667,Inland Northern Arawakan,Arawakan,BR
Tashlhiyt,shi,31,-5,Berber,Afro-Asiatic,MA
